label,description,tweets
,,عن أبي ذر رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم: الشام أرض المحشر والمنشر
,,( ستخرج نار قبل يوم القيامة من بحر حضر موت ، تحشر الناس ، قالوا: يا رسول الله ! فما تأمرنا ؟ قال: عليكم بالشام . ) رواه الترمذي
,Observing a JIHAD NEWS mainly about Islamic State.,RT @RamiAlLolah: #BreakingNews #ISIS showing a private information of #USA @POTUS and his family after a hacking attempt a while ago http:/…
,Observing a JIHAD NEWS mainly about Islamic State.,"#أمريكا_تحت_الإختراق
#أمريكا_تحت_الإختراق
#أمريكا_تحت_الإختراق
#أمريكا_تحت_الإختراق
#أمريكا_تحت_الإختراق
#أمريكا_تحت_الإختراق"
,Observing a JIHAD NEWS mainly about Islamic State.,RT @markito0171: #Russia'n combat forces in #Syria's desert of eastern rural #Homs province -with russian army truck http://t.co/T7ZSxPTX0p
,Observing a JIHAD NEWS mainly about Islamic State.,"RT @Sta_92: الإعلام الروسي السافل يعترف بأول فطائسه في أرض الشام المباركة الجندي باران 
أرض الشام مقبرة الغزاة بإذن الله http://t.co/9UtrcQ…"
,Observing a JIHAD NEWS mainly about Islamic State.,"RT @EjmAlrai: #JN #AQ spokesperson harshly attack #Ahrar al-sham with an endless list of accusation. #Syria.
https://t.co/db8GGSMvBH"
,,May Allah protect you from all bad people  https://t.co/Cy4BjQJdDo
,,"@Akhmad_John @rahimred1 the link is not opening bro, any other way to open it?"
,,"RT @IslamicEyes: Nabi SAW said, ""No one who has the weight of a seed of arrogance in his heart will enter Paradise.” (Muslim)"
,,"Where are Muslims where ared the real #IS #MUJAHDEEN, what a shame
so disappointed  https://t.co/qoeolQHPbj"
,,RT @AimanofArabia: A summary of what happened in Masjid Al Aqsa this morning. Israel thinks it can stop people from coming to pray. http://…
,Observing a JIHAD NEWS mainly about Islamic State.,RT @RamiAlLolah: No need to worry about #Russia|n 'invasion' in #Syria. One Friday sermon in #Mecca declaring 'Defensive Jihad' is more tha…
,,"Winter has started in #London, that means more cloud less light and more and more depression"
,,RT @freealeppo1985: #جيش_الاسلام يرتكب مجزرة اليوم بحق دبابات #الأسد وميليشا #حزب_الله ومازالت المعارك مستمر حتى هذه اللحظة http://t.co/U7J…
,,any one knows best way to apply for a #jobs with #MuslimCommunity or any shop with REAL Islamis manor?!
,,RT @ayyx3: Subhan Allāh its amazing how we can love and care for brothers and sisters even though we haven't met them because its fī sabīli…
,,"@_UmmHussain MASHA'A ALLAH you have made an important step for this life and the #hereafter, may Allah honors us with #Hijjrah&amp; #Shahada"
,,@IraqiSuryani1 @W_Jurjia and what about HOUTHY Militia booms and attacks civilian why you don't mention it!
,,"YESSS
PROUDLY WE ARE  https://t.co/dUPstzlUTj"
,,"any 1 can tell what make those Chiekh speak this way
is it for the sake of the Western Govs or brain washed by media https://t.co/Q1Y3NSWld6"
,,The big propaganda of #Human #Rights  https://t.co/XMo5zCCB1s
,,"RT @Pray4Pal: Crisis electricity, water, oil, no work, no rebuild. Living in a prison. Life is a miracle in Gaza 
#GazaUnderAttack http://t…"
,,"RT @MuslimPrisoners: Islamic Roadshow Lewisham today.

May Allah accept their efforts in conveying the message of Islam in the UK, ameen. h…"
,,go ahead lions  https://t.co/rrULw3Pqvt
,Die in Rage Twitter!,@KhadijaVF she did that to me too.just search her name
,Die in Rage Twitter!,@JoinISNation82 gets more interesting
,Die in Rage Twitter!,@PRINCESSBAQIYA2 yes
,Die in Rage Twitter!,@Jazrawi_3uud good to know. Alhamdulillah
,Die in Rage Twitter!,Filled with terror! https://t.co/Y3pshQKsP1
,Die in Rage Twitter!,@EndOfTimes411 they will be captured and detained!
,Die in Rage Twitter!,@PRINCESSBAQIYA2 feeling safe for now! Feeling like a tourist!
,Die in Rage Twitter!,Nuclear War is coming!!! https://t.co/v73GmveabI
,Die in Rage Twitter!,Alhamdulillah! https://t.co/wYlW9XYvqp
,Die in Rage Twitter!,@WakasFahad10 @lionerr20 nice to hear that!
,Die in Rage Twitter!,@skjfgyi7r6 @W97788 ok..shukran kathiran
,Die in Rage Twitter!,@_croxetti_ @ProJ32 @WilayatHalab @Abu_Q_14 @Abu_adamm then block me.i dont care.im not here for you.im here for the haqq
,Die in Rage Twitter!,RT @markito0171: #Syria #IslamicState launched new attacks on Kafrah &amp; Shaykh Isa in northern #Aleppo http://t.co/XvJezigrHa
,Die in Rage Twitter!,RT @markito0171: #Syria #Damascus Regime dropped nearly 100 barrel bombs on southern #Dariya suburb the past 2 days
,Die in Rage Twitter!,RT @netzpolitik: We Unveil the german secret service (BND) Plans to Upgrade its Surveillance Technology for 300 Million Euros. https://t.co…
,Die in Rage Twitter!,"RT @AManLikeMe: 2. Secondly, the Syrians have not been given stinger missiles.. or any kind of anti aircraft for that matter."
,Die in Rage Twitter!,"RT @AManLikeMe: 1. Firstly, the Afghan mujahideen were backed by the whole world and weren't hunted and chased down like the Syrian Rebels."
,Die in Rage Twitter!,"RT @AManLikeMe: There are two reasons Syria will NOT be the next ""Afghanistan"" for Russia:"
,Die in Rage Twitter!,RT @EyeOnMilitant: #Syria Daesh claims a suicide attack in the Al-Zahra area of #Homs http://t.co/7Xu2jGqsDI
,Die in Rage Twitter!,RT @Jihadology_Net: Statement from the Islamic State of Iraq: “To the Esteemed Tribal Leaders” http://t.co/T42Eb5kv9D
,Die in Rage Twitter!,"RT @EyeOnMilitant: #YEMEN
#Houthis Claim To Have Storm 4 #Saudi Military Bases In #Jizan, Captured Al-Qamar Village : al-Masirah TV . http:…"
,Die in Rage Twitter!,@Skxx59 the JN AQ is he crying? Maybe bcause he was forced to do it..!
,Die in Rage Twitter!,@Skxx59 why? cant we access the server?
,Die in Rage Twitter!,@WilayatHalab akhi please check ur DM
,Die in Rage Twitter!,@_croxetti_ @ProJ32 @WilayatHalab @Abu_Q_14 @Abu_adamm idont care
,Die in Rage Twitter!,@ibnu_noran8 @etdz101010 @Haditha21 @WilayatHalab @Abu_adamm idont care
,Die in Rage Twitter!,RT @Conflicts: Yemen ISIS branch says it’s behind mosque blast that killed 25 - @AlArabiya_Eng http://t.co/VwzQVy5ojY
,Die in Rage Twitter!,"RT @RT_com: BREAKING: 100 people killed, 390 injured outside #Mecca in Hajj crush – media http://t.co/Yedd2eymd3 http://t.co/VHrvAGxBS4"
,Die in Rage Twitter!,@Haditha21 @ibnu_noran8 @etdz101010 @WilayatHalab @Abu_adamm iwont go away.die in rage!
,Die in Rage Twitter!,@Haditha21 @ibnu_noran8 @etdz101010 @WilayatHalab @Abu_adamm i dont.block me if you want u fool
,Die in Rage Twitter!,@Haditha21 @ibnu_noran8 @etdz101010 @WilayatHalab @Abu_adamm your a murtad too!
,Die in Rage Twitter!,@Haditha21 @ibnu_noran8 @etdz101010 @WilayatHalab @Abu_adamm im not here because of you...so you cant force me what to do
,Die in Rage Twitter!,@MrrMan2 @Abu_adamm @etdz101010 @Haditha21 @ibnu_noran8 @WilayatHalab lets see whos murtad on the day of judgement
,Die in Rage Twitter!,@MrrMan2 @Abu_adamm @etdz101010 @Haditha21 @ibnu_noran8 oh yes.Allah azzawajal is the final judge.i dont care if yoy judge me a murtad
,Die in Rage Twitter!,@Haditha21 Allah azzawajal is the final judge.i dont care you judge me a murtad.your not Allah azzawajal
,Die in Rage Twitter!,@Haditha21 @ibnu_noran8 @etdz101010 @WilayatHalab @Abu_adamm iwont go away.you are not my Rabb to command me and judge me.shame on you
,Die in Rage Twitter!,@Haditha21 @ibnu_noran8 @etdz101010 @WilayatHalab @Abu_adamm you dont know me then judge me a murtad! Woe to you! Shame on you!
,Die in Rage Twitter!,@Haditha21 @ibnu_noran8 @etdz101010 @WilayatHalab @Abu_adamm you judge me without proof!we wil see each other on judgement day you fool
,Die in Rage Twitter!,Alhamdulillah! Dawlatul islam! Baaqiya! Hopefully Ansarul Khilafa wil unite all mujahidin groups in Southeast Asia. https://t.co/KaVLDresnk
,Die in Rage Twitter!,@Shooter19681 @AppleSUX yes.the propaganda of the kuffar to discredit the khilafa is so strong but its Allah swt who givs guidance
,Die in Rage Twitter!,RT @DRovera: #SaudiArabia opposes #Netherlands call 4 UN 2 investigate war crimes in #Yemen . No Surprise! http://t.co/Q0XqOaaIAt http://t.…
,Die in Rage Twitter!,"RT @Sean_Ulama: Assalamu Alaykum!

Taqabbal Allahu minna wa minkum.
May Allah protect the land of Khilafah and the Muslimun.

Wilayah Sulu/…"
,Die in Rage Twitter!,"Know who he is? Mujahid from Sulu,Mindanao,Philippines http://t.co/5e1hKfQ9rv"
,Die in Rage Twitter!,RT @RamiAlLolah: Can we safely say now: The #Syria|n rebels 'handed over' #Zabadani to #Iran and #Assad?!
,Die in Rage Twitter!,RT @EjmAlrai: Not all Syrians have been prevented from going to Mecca to perform Hajj. Ahrar al-Sham leaders in FT. #Syria http://t.co/LYXN…
,Die in Rage Twitter!,"RT @Terror_Monitor: #IRAQ
#IslamicState (#ISIS) Terror Group Claims To Have Killed 401 High Ranking #Iraqi &amp; #Iranian Officers Since 2014 h…"
,Die in Rage Twitter!,"RT @adnan04ar01: 140,000 Muslims Celebrate Eid Al-Adha at Moscow’s New Mosque. http://t.co/moBCkSTpIG http://t.co/a7ogzeDSWn"
,Die in Rage Twitter!,Not a risk but its already a reality! https://t.co/zqGLtzRZlJ
,Die in Rage Twitter!,"RT @DanieleRaineri: Russians, Syrians and Iranians setting up military coordination cell in Baghdad 

http://t.co/HYabzUFqZC"
,Die in Rage Twitter!,@WilayatNinawa post it if you want.i dont care..do it now!
,Die in Rage Twitter!,@WilayatNinawa i follow our rules.not yours!
,Die in Rage Twitter!,"@WilayatNinawa i or we answer only to Allah swt,the khilafa and our group.not to http://t.co/fCtLlwlskj my pic now.lets see who goes to hell"
,Die in Rage Twitter!,@WilayatNinawa you dare xpose me to the enemies! Wil see each other on judgement day!Allah azzawajal is the best judge
,Die in Rage Twitter!,@WilayatNinawa its you who xpose me.remember that...you wil be liable on judgement day.
,Die in Rage Twitter!,@WilayatNinawa and if you think im that dumb..your wrong.im not alone here.i hav companions who are like me.
,Die in Rage Twitter!,@WilayatNinawa so now you are sharing my pic via DM.why not post it on twitter for the world to see
,Die in Rage Twitter!,@WilayatNinawa your really really dumb.do you think im dumb to send you my real pic and reveal my real identity to someone i dont know?
,Die in Rage Twitter!,@WilayatNinawa hahaha..dumb you are.we and our group intentionally did that to test how people react on twitter
,Die in Rage Twitter!,This guy thinks im that dumb to reveal my identity to someone like him whom i dont know! https://t.co/MAojcv0Kc3
,Die in Rage Twitter!,No need to share those pics via DM.il post them my self on twitter because thats not me.. hahaha https://t.co/T3FQyfhjqx
,Die in Rage Twitter!,@WilayatNinawa.here are the pics...! http://t.co/V29nLopnOe
,Die in Rage Twitter!,@WilayatNinawa so if you think u really know me.well your wrong! Hahahaha
,Die in Rage Twitter!,@coalitionhaqq what?the pics that i gav him? http://t.co/2gCutg0Dvw
,Die in Rage Twitter!,@coalitionhaqq thats not me and we intentionally did that to test twitter reaction.cant trust anybody here.they react badly and blindly!
,Die in Rage Twitter!,@Abu_Naoufal @WilayatNinawa no akhi..i just intentionaly used him as bait to test twitter reaction.beliv me dont trust anybody here
,Die in Rage Twitter!,@WilayatNinawa so please forgive me for using you as bait...Allah azzawajal is the final judge.may he reward you for your deeds n intentions
,Die in Rage Twitter!,To all my baqiya family.please for giv me for causing confusion.its our way how to test twitter reaction.our group intentionally did that
,Die in Rage Twitter!,We needed to see ourselves how people react.we are many here on twitter now on monitor.our study is finished.so we therefore conclude.......
,Die in Rage Twitter!,Trust nobody on twitter
,Die in Rage Twitter!,This acount only intended for study purposes.il deactivate it.Please forgive me for the trouble and confusion.we needed to make it look real
,Die in Rage Twitter!,@shammlly12 @WilayatNinawa very sory.i was just tasked to do it.its for our group.please forgive me..
,Die in Rage Twitter!,@shammlly12 @WilayatNinawa yes we know.i was just tasked to do it.to note i did not mention the name of our group.its confidential
,Die in Rage Twitter!,@shammlly12 @WilayatNinawa yes.we know that akhi.our group just wanted to know or test something.sory for the inconvenience
,Die in Rage Twitter!,@_croxetti_ @ProJ32 @Somaliyyah you dont really know the whole story aq..just bear with me and forgive me..
,Die in Rage Twitter!,@ProJ32 @Somaliyyah its about knowing whos who or to identify betwen fren or foe on twiter or on social media
,Die in Rage Twitter!,@shammlly12 @WilayatNinawa yes akhi.this is a bait acount.intended for study only.an expendable acount
,Die in Rage Twitter!,@11_HaqqPrevails @_croxetti_ @ProJ32 @Somaliyyah im very sory sister.iwas just tasked to do it.sory if i broke your heart or feling
,Die in Rage Twitter!,@11_HaqqPrevails @_croxetti_ @ProJ32 @Somaliyyah if you notice i didnt mention name of our group and acted imprudent or harsh.
,Die in Rage Twitter!,@11_HaqqPrevails @_croxetti_ @ProJ32 @Somaliyyah i didnt mention any sheik right?our group instructed me to be like that..
,Die in Rage Twitter!,@Somaliyyah @ProJ32 cant xplain everything cause its confidential..we are developing our own security measures on social media
,Die in Rage Twitter!,@11_HaqqPrevails @_croxetti_ @ProJ32 @Somaliyyah everything was fake from the beginning.anyway we are finished..this acount is xpendable
,Die in Rage Twitter!,@Abu_Naoufal @WilayatNinawa im very sory akhi.i was just tasked to do it.we needed to develop our own security or how to identify companions
,Die in Rage Twitter!,@_croxetti_ @11_HaqqPrevails @ProJ32 @Somaliyyah then who is that one person?
,Die in Rage Twitter!,@Abu_Naoufal @WilayatNinawa will know if its efective once we start using it.
,Die in Rage Twitter!,@_croxetti_ @11_HaqqPrevails @ProJ32 @Somaliyyah we cant blame them akhi.. human inteligence or maybe they know better than us
,Die in Rage Twitter!,@shammlly12 @WilayatNinawa ameen..
,,RT @MuslimPrisoners: Ya Allah  #FreeMuslimPrisoners http://t.co/CECph4pKpF
,,"الله اكبر
العراق / الانبار / البغدادي
اسقاط طائرة استطلاع امريكية في ناحية البغدادي ولله الحمد"
,,"#عاجل
مقتل 12 جنديا في هجوم لمقاتلي #الدولة_الإسلامية بدأ بسيارتين ملغمتين على مقر الجيش بالمستشفى الأردني شرق #الفلوجة وانتهى بالسيطرة عليه"
,,"Killed 12iraqi soldiers by IS attack began wit 2car mines on army HQ in alurdani hospital, East Fallujah &amp; ended with control on it"
,,deir ezzor: Islamic state fighters clashing with regime forces in alhoikh district and targeting the dahmosh Tower with heavy weapons
,,"Islamic state shot down a reconnaissance aircraft in the Western Anbar province, Al-Baghdadi #iraq"
,,Aleppo: IS were able 2 kill about 35 soldiers of d SAA &amp; destruction of 2 tanks &amp; armored &amp; seize munitions after d ambush in east alsafirah
,Die in Rage Twitter!,War against #IS a proven failure https://t.co/Gd5I0nIqUD
,Die in Rage Twitter!,Can they stop Al Shabab??? Nah! https://t.co/Alst92hLh8
,Die in Rage Twitter!,"RT @doammuslims: #Palestine - Israeli Zionists watching #MasjidalAqsa burning and #Ummah is sleeping!

#Islam #Israel http://t.co/s4BWFOH3o2"
,,"بشرررررررررررى
#عاجل
#دولة_الخلافة
إسقاط طائرة مروحية للجيش الصّفوي غرب مدينة #تكريت، ولله الحمد.
#ولاية_صلاح_الدين http://t.co/gGsPkldVFy"
,,URGENNTTTT! #IS shot down Safavid regime helicopter west of the city of Tikrit. Mandate of Salah al-Din IRAQ
,,"Mandate of Fallujah
#IS destroyed a Humvee belonging to the Safavid army with a weapon (12.5) mm northeast of Fallujah #IRAQ"
,Die in Rage Twitter!,"RT @HK2307: Video shows #Taliban with captured tanks after taking control of #Kunduz, a key provincial capital in n. #Afghanistan http://t.…"
,,Baghdad: detonated a Bomb in Saadoun Street in the central of Baghdad which led to the killing and wounding of more than 20 shia terrorist
,,"Mandate North Baghdad: #IS soldiers clash with Rafidya military force and killed 6 of them, including the deputy commander of Brigade 22"
,"Reporting, analysing and discussing conflicts and terrorist movements, with a focus primarily on MENA",@hxhassan  You apostate how many re tweets did your tweets get ? you are a liar and the Islamic project is winning in Syria oh murtadeen
,"Reporting, analysing and discussing conflicts and terrorist movements, with a focus primarily on MENA",@hxhassan you kafir your burning aren't you the Islamic project is winning in syria you kafir
,,"#IS announce liberation of ""Alhorh"" area in altarmiya completely from the hands of Shiites and it is located only 17 km away from Baghdad"
,,"الدولة الإسلامية تحرر منطقة ""الهورة"" في الطارمية بالكامل من أيدي الروافض وهي تبعد 17 كم فقط عن بغداد اليوم ولله الحمد"
,,"#ولاية_حلب
#الريف_الشرقي
أسر أكثر من 60 عنصراً من عصابات الجيش النصيري بينهم 4 خنازير روس وتدمير دبابتين قرب قرية #الصالحية بريف #السفيرة"""
,,"capture more than 60 soldiers of SAA including 4 Russians,destruction of 2 tanks near d village alSalhiyeh in d c'side of alsafirah ALEPPO"
,,"RT @Hamza_sy9: بحجة #داعش قصفت #إيران و #روسيا و #التحالف_الدولي أطفالنا وأهلنا ومدننا 
ودمروا منازلنا.. فهل علمتم لماذا وجدت داعش ! http:/…"
,,"from the Heart love and respect for all #MUJAHDIN in BILAD #ALSHAM
Brothers&amp;Sisters you are our hope to lead us to right way #IS"
,,RT @markito0171: #Syria #FSA in northern #Homs publish statement about #Russia'n airstrikes on their held towns http://t.co/VBfrFq2weD
,,"RT @sultanalzabni: طائرات بوتين التي جلبها الخائن بشار قامت بقتل أطفال المسلمين في حمص وحلب 
ومنا لزعماء وعلماء العرب ولكل صاحب ضمير حي htt…"
